country,year,nosuicide,population,suicide_per_100k
Saint Lucia,1990,3,120537,2.488862341
Mexico,1986,1714,69123500,2.479619811
Saint Lucia,2010,4,161503,2.476734178
Armenia,1991,80,3230800,2.476166894
Georgia,2012,104,4200900,2.475659978
Bahrain,1987,9,363900,2.473206925
Guatemala,1999,234,9512666,2.45987823
Armenia,2002,74,3014844,2.454521693
Mexico,1988,1703,69646000,2.445222985
Malta,1990,8,327400,2.443494197
Qatar,2014,55,2251682,2.442618451
Guatemala,1995,211,8641512,2.441702332
Grenada,1990,2,82000,2.43902439
Albania,1989,68,2803100,2.425885627
Cyprus,2005,17,701263,2.424197484
Kuwait,1999,46,1898700,2.422710275
Georgia,2001,100,4140950,2.414904792
Guatemala,2003,253,10542980,2.399701033
Armenia,2013,67,2810664,2.383778353
Guatemala,1988,174,7300076,2.383536829
Paraguay,1996,99,4181422,2.36761561
Georgia,2011,99,4202600,2.355684576
Philippines,2006,1788,76435755,2.339219388
Guatemala,2004,250,10817808,2.311004226
Philippines,2008,1820,79595888,2.28655028
Mexico,1985,1544,67566000,2.285173016
Turkey,2014,1617,70931420,2.279666754
Albania,1988,63,2764300,2.279057989
Turkey,2010,1524,66975131,2.275471473
Bahamas,1999,6,264791,2.265938042
Azerbaijan,1992,144,6370400,2.260454603
Kuwait,2003,44,1950622,2.255690749
Kuwait,2004,45,1996086,2.254411884
United Arab Emirates,2005,96,4280433,2.242763758
Saint Vincent and Grenadines,1985,2,89800,2.227171492
Aruba,2003,2,90457,2.21099528
Armenia,1997,77,3526700,2.183344203
Philippines,2007,1698,78008654,2.176681577
Guatemala,1998,201,9273529,2.167459659
Philippines,2003,1544,71781489,2.150972377
Qatar,2012,43,2003149,2.146620147
Guatemala,1992,173,8069672,2.14382939
Guatemala,2005,238,11104906,2.14319689
Qatar,2005,17,796618,2.134021576
Turkey,2015,1532,71880464,2.131316236
Azerbaijan,1991,134,6290600,2.130162465
Turkmenistan,2013,101,4748055,2.127186816
Georgia,2005,87,4132000,2.105517909
Turkey,2012,1450,68976439,2.102167089
Grenada,2012,2,95426,2.095864859
Philippines,2000,1403,67243482,2.086447576
Kuwait,2002,45,2158603,2.08468162
Kuwait,2006,45,2165713,2.077837645
Kuwait,1994,30,1448000,2.071823204
Armenia,2014,58,2803029,2.069190151
Armenia,2008,63,3045391,2.068699881
Guatemala,1990,158,7683992,2.056222859
Jamaica,2005,51,2487169,2.05052411
Paraguay,1991,75,3662812,2.047607139
Paraguay,1985,63,3077314,2.047239898
Belize,1986,3,146800,2.04359673
Kuwait,1997,33,1617500,2.040185471
Guatemala,1989,152,7493108,2.028530751
Guatemala,2001,202,10015097,2.016955003
Guatemala,1993,165,8254958,1.998798783
Saint Vincent and Grenadines,2014,2,100676,1.986570782
Guatemala,1991,156,7880665,1.979528377
Guatemala,1997,179,9044205,1.979167876
Armenia,2009,53,2689695,1.970483642
Armenia,2003,59,3024366,1.95082209
Paraguay,1989,67,3459176,1.936877453
Albania,2000,54,2796300,1.93112327
Kuwait,2009,61,3165654,1.926932002
Jamaica,2011,50,2601037,1.922310217
Barbados,2009,5,260718,1.917780897
Kuwait,1998,35,1825766,1.917003603
Kuwait,1996,30,1568700,1.912411551
Paraguay,1987,62,3261975,1.900689
Belize,1990,3,158000,1.898734177
Armenia,1999,67,3580700,1.871142514
Guatemala,2000,182,9755585,1.865598014
Armenia,1998,66,3558000,1.854974705
Philippines,2002,1301,70256443,1.851787458
Azerbaijan,1990,114,6156800,1.851611227
Azerbaijan,1993,119,6442600,1.847080371
Bahamas,2009,6,327813,1.830311794
Kuwait,2014,68,3715284,1.830277309
United Arab Emirates,2006,90,4923879,1.827827207
Guatemala,1996,157,8832326,1.7775612
United Arab Emirates,2007,101,5695389,1.773364383
Paraguay,1986,56,3167535,1.767936266
Albania,1994,50,2849300,1.754816973
Philippines,2001,1204,68738092,1.751576113
Fiji,2007,13,745055,1.744837629
Seychelles,1986,1,57400,1.742160279
Qatar,2013,37,2135349,1.732737833
Georgia,2006,72,4166500,1.728069123
Kuwait,2000,34,1973153,1.723130441
Kuwait,1995,26,1511100,1.720600887
United Arab Emirates,2009,124,7252480,1.709759972
Armenia,2000,61,3606500,1.691390545
Turkey,2011,1148,68034357,1.687382744
Antigua and Barbuda,1990,1,59334,1.685374322
Guatemala,1994,142,8443914,1.681684584
Azerbaijan,2003,129,7674400,1.680913166
Bahrain,2010,19,1139160,1.667895642
Albania,1992,47,2822500,1.665190434
Armenia,2001,60,3610516,1.661812328
Kuwait,2007,51,3074918,1.658580814
Maldives,2007,5,305536,1.63646837
Bahrain,2011,18,1103462,1.631229712
Kuwait,2012,56,3496698,1.601510911
Azerbaijan,1997,107,6711200,1.594349744
Turkey,2009,1050,65962419,1.591815485
Bahamas,2007,5,314989,1.587357019
Philippines,1999,1043,65740201,1.586548237
Bahrain,2012,19,1201778,1.580990832
Antigua and Barbuda,1993,1,63315,1.579404564
United Arab Emirates,2008,100,6510358,1.536013841
Philippines,1993,846,56781569,1.489920083
Kuwait,2001,30,2038530,1.471648688
Maldives,2003,4,272110,1.469993753
Bahamas,2012,5,343558,1.455358338
Bahamas,2013,5,348959,1.432833084
United Arab Emirates,2010,111,7839736,1.415864004
Kuwait,1993,18,1273600,1.413316583
Jamaica,2009,36,2568883,1.401387296
Azerbaijan,2004,108,7738250,1.395664394
Kuwait,2008,47,3369394,1.394909589
Fiji,2003,10,725591,1.378186885
Philippines,1998,883,64252614,1.374263154
Bahamas,1987,3,220900,1.358080579
Bahamas,2005,4,301763,1.325543556
Saint Lucia,2006,2,153460,1.303271211
Philippines,1997,814,62772694,1.296742179
Antigua and Barbuda,2003,1,78658,1.271326502
Bahamas,2008,4,321447,1.2443731
Belize,1991,2,162200,1.233045623
Kuwait,2011,41,3333698,1.229865453
South Africa,2013,587,48192699,1.218026822
Azerbaijan,2002,92,7605700,1.209619101
Bahamas,1994,3,249300,1.203369434
Antigua and Barbuda,2007,1,83131,1.202920691
Kuwait,2010,39,3281614,1.188439591
Bahamas,1996,3,252438,1.18841062
South Africa,2014,580,48912129,1.185799947
Bahamas,2011,4,338383,1.182092481
Barbados,2004,3,254925,1.176816711
Maldives,2001,3,255503,1.174154511
Grenada,1985,1,85375,1.171303075
South Africa,2006,514,44079057,1.166086652
Kuwait,1985,17,1468000,1.158038147
Bahamas,1998,3,260125,1.153291687
Kuwait,2013,41,3574090,1.147145147
Barbados,2010,3,261927,1.145357294
Maldives,2002,3,263747,1.137453696
Grenada,1995,1,88433,1.130799588
Grenada,1996,1,89772,1.113933075
Antigua and Barbuda,2015,1,91889,1.088269543
Grenada,2004,1,93202,1.072938349
Grenada,2006,1,94126,1.062405711
Bahamas,2002,3,282555,1.061740192
Grenada,2011,1,95102,1.051502597
South Africa,2005,458,43566107,1.051275938
Kuwait,1986,16,1535300,1.042141601
Azerbaijan,1996,69,6668100,1.034777523
South Africa,2012,487,47484256,1.025603097
Cyprus,2004,7,690616,1.013587869
South Africa,2008,441,43680586,1.00960184
Saint Vincent and Grenadines,2009,1,99927,1.000730533
Kuwait,1987,16,1606300,0.996077943
South Africa,2015,482,49627460,0.971236489
South Africa,2007,417,44577435,0.935450862
South Africa,2001,384,41185599,0.932364733
South Africa,2004,383,43005874,0.890576018
South Africa,2010,393,46176200,0.85108779
Azerbaijan,2000,62,7415250,0.836114763
South Africa,2009,372,45607048,0.815663404
Cyprus,2000,7,875229,0.799790683
Azerbaijan,1998,56,7044400,0.794957697
Barbados,2001,2,252406,0.792374191
Bahamas,1995,2,254500,0.785854617
Bahamas,1997,2,255956,0.7813843
South Africa,2011,358,46806739,0.76484713
Azerbaijan,1999,54,7106400,0.759878419
Azerbaijan,1995,49,6605900,0.741761153
Bahrain,2014,9,1213966,0.741371669
Azerbaijan,1994,47,6521200,0.720726247
South Africa,1999,279,39907560,0.699115656
Azerbaijan,2007,55,7921100,0.694348007
Bahamas,2004,2,295237,0.677421868
South Africa,2000,267,40568559,0.658145141
Belize,1989,1,153088,0.653219064
Malta,1985,2,307200,0.651041667
Bahamas,2006,2,308499,0.648300319
Jamaica,1987,13,2070760,0.627788831
Philippines,1992,347,55304684,0.627433293
South Africa,2003,256,42415309,0.603555664
Maldives,2011,2,341018,0.586479306
Belize,1993,1,170800,0.585480094
South Africa,2002,236,41803868,0.564541061
Belize,1997,1,187650,0.532907008
Oman,2009,13,2607549,0.498552472
Bahamas,1985,1,203700,0.490918017
Oman,2010,13,2748440,0.47299559
South Africa,1998,180,39232468,0.458803662
Bahrain,2013,5,1214492,0.411694766
Jamaica,1985,8,2035000,0.393120393
Barbados,2005,1,255889,0.390794446
Barbados,2008,1,259414,0.385484207
South Africa,1996,143,37773652,0.378570756
Bahamas,2001,1,276140,0.362135149
Maldives,2004,1,280526,0.356473197
Bahamas,2003,1,288888,0.346154911
Maldives,2005,1,288936,0.346097406
Malta,1986,1,315800,0.316656111
Malta,1987,1,317400,0.315059861
Maldives,2010,1,331559,0.301605446
South Africa,1997,104,38528157,0.269932455
Jamaica,1988,5,2090603,0.239165447
Jamaica,2001,5,2391278,0.209093213
Oman,2014,7,3631098,0.192779154
Jamaica,1990,3,2131041,0.140776268
Bosnia and Herzegovina,2011,5,3673312,0.136116943
Jamaica,2000,3,2367841,0.126697696
Cyprus,1999,1,856733,0.116722479
Jamaica,2010,3,2586652,0.115980039
Jamaica,2002,2,2415717,0.082791155
Jamaica,2003,2,2440426,0.081952905
Jamaica,1986,1,2052531,0.048720336
Jamaica,1991,1,2154835,0.046407266
Jamaica,2004,1,2464408,0.040577697
Antigua and Barbuda,1985,0,62574,0
Dominica,1985,0,66400,0
Antigua and Barbuda,1986,0,61270,0
Saint Vincent and Grenadines,1986,0,90800,0
Antigua and Barbuda,1987,0,60261,0
Saint Vincent and Grenadines,1987,0,92036,0
Antigua and Barbuda,1988,0,59564,0
Antigua and Barbuda,1989,0,59238,0
Jamaica,1989,0,2111039,0
Saint Kitts and Nevis,1990,0,39100,0
Antigua and Barbuda,1991,0,60394,0
Grenada,1991,0,82400,0
Saint Kitts and Nevis,1991,0,39100,0
Antigua and Barbuda,1992,0,61741,0
Grenada,1992,0,83528,0
Saint Kitts and Nevis,1992,0,39100,0
Antigua and Barbuda,1994,0,65044,0
Antigua and Barbuda,1995,0,66846,0
Qatar,1995,0,463449,0
Bahrain,1997,0,529754,0
Antigua and Barbuda,1998,0,72225,0
Bahrain,1998,0,546008,0
Antigua and Barbuda,1999,0,73832,0
Kiribati,1999,0,70938,0
Kiribati,2000,0,72440,0
Maldives,2000,0,247387,0
Montenegro,2000,0,578668,0
Grenada,2001,0,91415,0
Kiribati,2001,0,73851,0
Montenegro,2001,0,578668,0
Antigua and Barbuda,2002,0,77588,0
Barbados,2002,0,253353,0
Grenada,2002,0,91908,0
Montenegro,2002,0,578668,0
Barbados,2003,0,254122,0
Montenegro,2003,0,579688,0
Montenegro,2004,0,581623,0
Albania,2005,0,2783320,0
Antigua and Barbuda,2005,0,80809,0
Albania,2006,0,2780176,0
Antigua and Barbuda,2006,0,81973,0
Jamaica,2006,0,2512597,0
Montenegro,2006,0,584885,0
Slovakia,2006,0,5129369,0
Barbados,2007,0,258083,0
Slovakia,2007,0,5132660,0
Antigua and Barbuda,2008,0,84273,0
Grenada,2008,0,94585,0
Maldives,2008,0,313924,0
Saint Lucia,2008,0,157876,0
Albania,2009,0,2745735,0
Antigua and Barbuda,2009,0,85405,0
Grenada,2009,0,94746,0
Grenada,2010,0,94980,0
Barbados,2011,0,263203,0
Antigua and Barbuda,2012,0,88703,0
Barbados,2012,0,264270,0
Antigua and Barbuda,2013,0,89779,0
Barbados,2013,0,265165,0
Grenada,2013,0,95876,0
Saint Vincent and Grenadines,2013,0,100398,0
Antigua and Barbuda,2014,0,90837,0
Grenada,2014,0,96393,0
Grenada,2015,0,96892,0
Grenada,2016,0,79012,0
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
